tags,p0_conflict,p0_bad_output,bad_output,total,both_bad_output,model_size,model,response_type,prompt_type
Controversy,51,0,0,173,0,small,facebook--opt-iml-max-1.3b,3_options,P3
Fact,19,0,0,142,0,small,facebook--opt-iml-max-1.3b,3_options,P3
Fiction,14,0,0,83,0,small,facebook--opt-iml-max-1.3b,3_options,P3
Misconception,23,0,0,102,0,small,facebook--opt-iml-max-1.3b,3_options,P3
Stereotype,47,0,0,122,0,small,facebook--opt-iml-max-1.3b,3_options,P3
Conspiracy,4,0,0,263,0,small,facebook--opt-iml-max-1.3b,4_options,P1
Controversy,1,0,0,173,0,small,facebook--opt-iml-max-1.3b,4_options,P1
Fact,0,0,0,142,0,small,facebook--opt-iml-max-1.3b,4_options,P1
Fiction,0,0,0,83,0,small,facebook--opt-iml-max-1.3b,4_options,P1
Misconception,8,1,0,102,0,small,facebook--opt-iml-max-1.3b,4_options,P1
Stereotype,0,0,0,122,0,small,facebook--opt-iml-max-1.3b,4_options,P1
Conspiracy,2,0,0,263,0,small,facebook--opt-iml-max-1.3b,4_options,P2
Controversy,3,0,2,173,0,small,facebook--opt-iml-max-1.3b,4_options,P2
Fact,2,0,1,142,0,small,facebook--opt-iml-max-1.3b,4_options,P2
Fiction,3,0,2,83,0,small,facebook--opt-iml-max-1.3b,4_options,P2
Misconception,8,1,1,102,0,small,facebook--opt-iml-max-1.3b,4_options,P2
Stereotype,1,0,0,122,0,small,facebook--opt-iml-max-1.3b,4_options,P2
Conspiracy,3,0,0,263,0,small,facebook--opt-iml-max-1.3b,4_options,P3
Controversy,1,0,0,173,0,small,facebook--opt-iml-max-1.3b,4_options,P3
Fact,1,0,0,142,0,small,facebook--opt-iml-max-1.3b,4_options,P3
Fiction,0,0,0,83,0,small,facebook--opt-iml-max-1.3b,4_options,P3
Misconception,4,1,0,102,0,small,facebook--opt-iml-max-1.3b,4_options,P3
Stereotype,3,0,0,122,0,small,facebook--opt-iml-max-1.3b,4_options,P3
Conspiracy,2,0,0,263,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P1
Controversy,0,0,0,173,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P1
Fact,0,0,0,142,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P1
Fiction,0,0,0,83,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P1
Misconception,7,0,0,102,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P1
Stereotype,0,0,0,122,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P1
Conspiracy,1,0,0,263,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P2
Controversy,0,0,0,173,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P2
Fact,1,0,0,142,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P2
Fiction,0,0,0,83,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P2
Misconception,5,0,0,102,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P2
Stereotype,1,0,0,122,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P2
Conspiracy,1,0,0,263,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P3
Controversy,1,0,0,173,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P3
Fact,1,0,0,142,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P3
Fiction,0,0,0,83,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P3
Misconception,3,0,0,102,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P3
Stereotype,3,0,0,122,0,small,facebook--opt-iml-max-1.3b,4_options/option_probs,P3
Conspiracy,2,0,0,263,0,small,openlm-research--open_llama_7b_v2,2_options,P1
Controversy,4,0,0,173,0,small,openlm-research--open_llama_7b_v2,2_options,P1
Fact,7,0,0,142,0,small,openlm-research--open_llama_7b_v2,2_options,P1
Fiction,3,0,0,83,0,small,openlm-research--open_llama_7b_v2,2_options,P1
Misconception,5,0,0,102,0,small,openlm-research--open_llama_7b_v2,2_options,P1
Stereotype,0,0,0,122,0,small,openlm-research--open_llama_7b_v2,2_options,P1
Conspiracy,4,0,0,263,0,small,openlm-research--open_llama_7b_v2,2_options,P2
Controversy,19,0,0,173,0,small,openlm-research--open_llama_7b_v2,2_options,P2
Fact,25,0,0,142,0,small,openlm-research--open_llama_7b_v2,2_options,P2
Fiction,17,0,0,83,0,small,openlm-research--open_llama_7b_v2,2_options,P2
Misconception,10,0,0,102,0,small,openlm-research--open_llama_7b_v2,2_options,P2
Stereotype,0,0,0,122,0,small,openlm-research--open_llama_7b_v2,2_options,P2
Conspiracy,16,0,0,263,0,small,openlm-research--open_llama_7b_v2,2_options,P3
Controversy,29,0,0,173,0,small,openlm-research--open_llama_7b_v2,2_options,P3
Fact,30,0,0,142,0,small,openlm-research--open_llama_7b_v2,2_options,P3
Fiction,16,0,0,83,0,small,openlm-research--open_llama_7b_v2,2_options,P3
Misconception,11,0,0,102,0,small,openlm-research--open_llama_7b_v2,2_options,P3
Stereotype,1,0,0,122,0,small,openlm-research--open_llama_7b_v2,2_options,P3
Conspiracy,19,0,0,263,0,small,openlm-research--open_llama_7b_v2,3_options,P1
Controversy,11,0,0,173,0,small,openlm-research--open_llama_7b_v2,3_options,P1
Fact,0,0,0,142,0,small,openlm-research--open_llama_7b_v2,3_options,P1
Fiction,6,0,0,83,0,small,openlm-research--open_llama_7b_v2,3_options,P1
Misconception,7,0,0,102,0,small,openlm-research--open_llama_7b_v2,3_options,P1
Stereotype,8,0,0,122,0,small,openlm-research--open_llama_7b_v2,3_options,P1
Conspiracy,70,0,0,263,0,small,openlm-research--open_llama_7b_v2,3_options,P2
Controversy,15,0,0,173,0,small,openlm-research--open_llama_7b_v2,3_options,P2
Fact,0,0,0,142,0,small,openlm-research--open_llama_7b_v2,3_options,P2
Fiction,13,0,0,83,0,small,openlm-research--open_llama_7b_v2,3_options,P2
Misconception,6,0,0,102,0,small,openlm-research--open_llama_7b_v2,3_options,P2
Stereotype,21,0,0,122,0,small,openlm-research--open_llama_7b_v2,3_options,P2
Conspiracy,34,0,0,263,0,small,openlm-research--open_llama_7b_v2,3_options,P3
Controversy,11,0,0,173,0,small,openlm-research--open_llama_7b_v2,3_options,P3
Fact,0,0,0,142,0,small,openlm-research--open_llama_7b_v2,3_options,P3
Fiction,9,0,0,83,0,small,openlm-research--open_llama_7b_v2,3_options,P3
Misconception,15,0,0,102,0,small,openlm-research--open_llama_7b_v2,3_options,P3
Stereotype,28,0,0,122,0,small,openlm-research--open_llama_7b_v2,3_options,P3
Conspiracy,0,263,263,263,263,small,openlm-research--open_llama_7b_v2,4_options,P1
Controversy,0,173,173,173,173,small,openlm-research--open_llama_7b_v2,4_options,P1
Fact,0,142,142,142,142,small,openlm-research--open_llama_7b_v2,4_options,P1
Fiction,0,83,83,83,83,small,openlm-research--open_llama_7b_v2,4_options,P1
Misconception,0,102,102,102,102,small,openlm-research--open_llama_7b_v2,4_options,P1
Stereotype,0,122,122,122,122,small,openlm-research--open_llama_7b_v2,4_options,P1
Conspiracy,0,263,263,263,263,small,openlm-research--open_llama_7b_v2,4_options,P2
Controversy,0,173,173,173,173,small,openlm-research--open_llama_7b_v2,4_options,P2
Fact,0,142,142,142,142,small,openlm-research--open_llama_7b_v2,4_options,P2
Fiction,0,83,83,83,83,small,openlm-research--open_llama_7b_v2,4_options,P2
Misconception,0,102,102,102,102,small,openlm-research--open_llama_7b_v2,4_options,P2
Stereotype,0,122,122,122,122,small,openlm-research--open_llama_7b_v2,4_options,P2
Conspiracy,0,263,263,263,263,small,openlm-research--open_llama_7b_v2,4_options,P3
Controversy,0,173,173,173,173,small,openlm-research--open_llama_7b_v2,4_options,P3
Fact,0,142,142,142,142,small,openlm-research--open_llama_7b_v2,4_options,P3
Fiction,0,83,83,83,83,small,openlm-research--open_llama_7b_v2,4_options,P3
Misconception,0,102,102,102,102,small,openlm-research--open_llama_7b_v2,4_options,P3
Stereotype,0,122,122,122,122,small,openlm-research--open_llama_7b_v2,4_options,P3
Conspiracy,0,0,0,263,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P1
Controversy,0,0,0,173,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P1
Fact,0,0,0,142,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P1
Fiction,0,0,0,83,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P1
Misconception,0,0,0,102,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P1
Stereotype,0,0,0,122,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P1
Conspiracy,0,0,0,263,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P2
Controversy,0,0,0,173,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P2
Fact,0,0,0,142,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P2
Fiction,0,0,0,83,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P2
Misconception,0,0,0,102,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P2
Stereotype,0,0,0,122,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P2
Conspiracy,0,0,0,263,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P3
Controversy,0,0,0,173,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P3
Fact,0,0,0,142,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P3
Fiction,0,0,0,83,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P3
Misconception,0,0,0,102,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P3
Stereotype,0,0,0,122,0,small,openlm-research--open_llama_7b_v2,4_options/option_probs,P3
Conspiracy,2,0,0,263,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P1
Controversy,11,0,0,173,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P1
Fact,3,0,0,142,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P1
Fiction,17,0,0,83,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P1
Misconception,6,0,0,102,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P1
Stereotype,1,0,0,122,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P1
Conspiracy,2,0,0,263,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P2
Controversy,8,0,1,173,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P2
Fact,3,0,0,142,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P2
Fiction,7,0,0,83,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P2
Misconception,4,0,0,102,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P2
Stereotype,5,0,0,122,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P2
Conspiracy,0,0,0,263,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P3
Controversy,15,0,0,173,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P3
Fact,13,0,0,142,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P3
Fiction,8,0,0,83,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P3
Misconception,3,0,0,102,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P3
Stereotype,5,0,1,122,0,small,HuggingFaceH4--zephyr-7b-alpha,2_options,P3
Conspiracy,1,0,0,263,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P1
Controversy,4,1,0,173,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P1
Fact,18,9,4,142,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P1
Fiction,2,1,0,83,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P1
Misconception,2,0,0,102,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P1
Stereotype,0,0,0,122,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P1
Conspiracy,0,0,0,263,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P2
Controversy,6,1,0,173,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P2
Fact,25,9,2,142,1,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P2
Fiction,1,1,0,83,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P2
Misconception,0,0,0,102,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P2
Stereotype,0,0,0,122,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P2
Conspiracy,0,0,0,263,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P3
Controversy,7,1,0,173,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P3
Fact,33,9,2,142,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P3
Fiction,2,1,0,83,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P3
Misconception,1,0,0,102,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P3
Stereotype,0,0,0,122,0,small,HuggingFaceH4--zephyr-7b-alpha,3_options,P3
Conspiracy,10,0,0,263,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P1
Controversy,23,0,0,173,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P1
Fact,11,0,1,142,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P1
Fiction,13,0,0,83,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P1
Misconception,4,0,0,102,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P1
Stereotype,13,0,0,122,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P1
Conspiracy,57,0,0,263,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P2
Controversy,49,0,0,173,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P2
Fact,27,0,0,142,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P2
Fiction,18,0,0,83,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P2
Misconception,18,0,0,102,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P2
Stereotype,33,0,0,122,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P2
Conspiracy,64,0,0,263,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P3
Controversy,32,0,0,173,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P3
Fact,20,0,0,142,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P3
Fiction,8,0,0,83,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P3
Misconception,9,0,0,102,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P3
Stereotype,53,0,0,122,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options,P3
Conspiracy,23,0,0,263,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P1
Controversy,23,0,0,173,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P1
Fact,7,0,0,142,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P1
Fiction,14,0,0,83,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P1
Misconception,10,0,0,102,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P1
Stereotype,17,0,0,122,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P1
Conspiracy,72,0,0,263,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P2
Controversy,33,0,0,173,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P2
Fact,10,0,0,142,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P2
Fiction,14,0,0,83,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P2
Misconception,19,0,0,102,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P2
Stereotype,35,0,0,122,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P2
Conspiracy,78,0,0,263,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P3
Controversy,37,0,0,173,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P3
Fact,18,0,0,142,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P3
Fiction,13,0,0,83,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P3
Misconception,14,0,0,102,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P3
Stereotype,60,0,0,122,0,small,HuggingFaceH4--zephyr-7b-alpha,4_options/option_probs,P3
Conspiracy,0,0,0,263,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P1
Controversy,0,0,0,173,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P1
Fact,0,0,0,142,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P1
Fiction,0,0,0,83,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P1
Misconception,0,0,0,102,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P1
Stereotype,0,0,0,122,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P1
Conspiracy,0,0,0,263,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P2
Controversy,0,0,0,173,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P2
Fact,0,0,0,142,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P2
Fiction,0,0,0,83,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P2
Misconception,0,0,0,102,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P2
Stereotype,0,0,0,122,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P2
Conspiracy,0,0,0,263,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P3
Controversy,0,0,0,173,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P3
Fact,0,0,0,142,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P3
Fiction,0,0,0,83,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P3
Misconception,0,0,0,102,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P3
Stereotype,0,0,0,122,0,small,Neko-Institute-of-Science--pygmalion-7b,2_options,P3
Conspiracy,67,0,0,263,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P1
Controversy,49,0,0,173,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P1
Fact,23,0,0,142,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P1
Fiction,17,0,0,83,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P1
Misconception,23,0,0,102,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P1
Stereotype,31,0,0,122,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P1
Conspiracy,186,0,0,263,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P2
Controversy,81,0,0,173,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P2
Fact,59,0,0,142,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P2
Fiction,68,0,0,83,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P2
Misconception,74,0,0,102,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P2
Stereotype,78,0,0,122,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P2
Conspiracy,187,0,0,263,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P3
Controversy,81,0,0,173,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P3
Fact,58,0,0,142,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P3
Fiction,68,0,0,83,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P3
Misconception,73,0,0,102,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P3
Stereotype,81,0,0,122,0,small,Neko-Institute-of-Science--pygmalion-7b,3_options,P3
Conspiracy,7,259,260,263,256,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P1
Controversy,6,169,165,173,164,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P1
Fact,4,138,140,142,137,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P1
Fiction,5,80,81,83,78,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P1
Misconception,4,99,101,102,98,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P1
Stereotype,6,117,121,122,116,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P1
Conspiracy,6,259,261,263,257,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P2
Controversy,8,169,169,173,165,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P2
Fact,4,138,142,142,138,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P2
Fiction,3,80,79,83,78,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P2
Misconception,3,99,102,102,99,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P2
Stereotype,6,117,121,122,116,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P2
Conspiracy,5,259,260,263,257,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P3
Controversy,9,169,166,173,163,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P3
Fact,8,138,136,142,133,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P3
Fiction,6,80,76,83,75,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P3
Misconception,5,99,98,102,96,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P3
Stereotype,9,117,118,122,113,small,Neko-Institute-of-Science--pygmalion-7b,4_options,P3
Conspiracy,69,0,0,263,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P1
Controversy,29,0,0,173,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P1
Fact,43,0,0,142,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P1
Fiction,4,0,0,83,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P1
Misconception,14,0,0,102,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P1
Stereotype,7,0,0,122,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P1
Conspiracy,125,0,0,263,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P2
Controversy,70,0,0,173,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P2
Fact,79,0,0,142,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P2
Fiction,19,0,0,83,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P2
Misconception,42,0,0,102,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P2
Stereotype,18,0,0,122,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P2
Conspiracy,120,0,0,263,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P3
Controversy,78,0,0,173,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P3
Fact,72,0,0,142,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P3
Fiction,12,0,0,83,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P3
Misconception,30,0,0,102,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P3
Stereotype,27,0,0,122,0,small,Neko-Institute-of-Science--pygmalion-7b,4_options/option_probs,P3
Conspiracy,17,0,0,263,0,small,migtissera--Synthia-7B,2_options,P1
Controversy,8,0,0,173,0,small,migtissera--Synthia-7B,2_options,P1
Fact,0,0,0,142,0,small,migtissera--Synthia-7B,2_options,P1
Fiction,11,0,0,83,0,small,migtissera--Synthia-7B,2_options,P1
Misconception,2,0,0,102,0,small,migtissera--Synthia-7B,2_options,P1
Stereotype,13,0,0,122,0,small,migtissera--Synthia-7B,2_options,P1
Conspiracy,29,0,0,263,0,small,migtissera--Synthia-7B,2_options,P2
Controversy,10,0,0,173,0,small,migtissera--Synthia-7B,2_options,P2
Fact,2,0,0,142,0,small,migtissera--Synthia-7B,2_options,P2
Fiction,4,0,0,83,0,small,migtissera--Synthia-7B,2_options,P2
Misconception,7,0,0,102,0,small,migtissera--Synthia-7B,2_options,P2
Stereotype,9,0,0,122,0,small,migtissera--Synthia-7B,2_options,P2
Conspiracy,107,0,0,263,0,small,migtissera--Synthia-7B,2_options,P3
Controversy,25,0,0,173,0,small,migtissera--Synthia-7B,2_options,P3
Fact,2,0,0,142,0,small,migtissera--Synthia-7B,2_options,P3
Fiction,13,0,0,83,0,small,migtissera--Synthia-7B,2_options,P3
Misconception,25,0,0,102,0,small,migtissera--Synthia-7B,2_options,P3
Stereotype,23,0,0,122,0,small,migtissera--Synthia-7B,2_options,P3
Conspiracy,27,0,0,263,0,small,migtissera--Synthia-7B,3_options,P1
Controversy,36,0,0,173,0,small,migtissera--Synthia-7B,3_options,P1
Fact,25,0,0,142,0,small,migtissera--Synthia-7B,3_options,P1
Fiction,25,0,0,83,0,small,migtissera--Synthia-7B,3_options,P1
Misconception,23,0,0,102,0,small,migtissera--Synthia-7B,3_options,P1
Stereotype,11,0,0,122,0,small,migtissera--Synthia-7B,3_options,P1
Conspiracy,30,0,0,263,0,small,migtissera--Synthia-7B,3_options,P2
Controversy,78,0,0,173,0,small,migtissera--Synthia-7B,3_options,P2
Fact,54,0,0,142,0,small,migtissera--Synthia-7B,3_options,P2
Fiction,42,0,0,83,0,small,migtissera--Synthia-7B,3_options,P2
Misconception,46,0,0,102,0,small,migtissera--Synthia-7B,3_options,P2
Stereotype,19,0,0,122,0,small,migtissera--Synthia-7B,3_options,P2
Conspiracy,215,0,0,263,0,small,migtissera--Synthia-7B,3_options,P3
Controversy,98,0,0,173,0,small,migtissera--Synthia-7B,3_options,P3
Fact,39,0,0,142,0,small,migtissera--Synthia-7B,3_options,P3
Fiction,50,0,0,83,0,small,migtissera--Synthia-7B,3_options,P3
Misconception,61,0,0,102,0,small,migtissera--Synthia-7B,3_options,P3
Stereotype,95,0,0,122,0,small,migtissera--Synthia-7B,3_options,P3
Conspiracy,0,0,0,263,0,small,migtissera--Synthia-7B,4_options,P1
Controversy,0,0,0,173,0,small,migtissera--Synthia-7B,4_options,P1
Fact,0,0,0,142,0,small,migtissera--Synthia-7B,4_options,P1
Fiction,0,0,0,83,0,small,migtissera--Synthia-7B,4_options,P1
Misconception,0,0,0,102,0,small,migtissera--Synthia-7B,4_options,P1
Stereotype,0,0,0,122,0,small,migtissera--Synthia-7B,4_options,P1
Conspiracy,0,0,0,263,0,small,migtissera--Synthia-7B,4_options,P2
Controversy,0,0,0,173,0,small,migtissera--Synthia-7B,4_options,P2
Fact,0,0,0,142,0,small,migtissera--Synthia-7B,4_options,P2
Fiction,0,0,0,83,0,small,migtissera--Synthia-7B,4_options,P2
Misconception,0,0,0,102,0,small,migtissera--Synthia-7B,4_options,P2
Stereotype,0,0,0,122,0,small,migtissera--Synthia-7B,4_options,P2
Conspiracy,0,0,0,263,0,small,migtissera--Synthia-7B,4_options,P3
Controversy,0,0,0,173,0,small,migtissera--Synthia-7B,4_options,P3
Fact,0,0,0,142,0,small,migtissera--Synthia-7B,4_options,P3
Fiction,0,0,0,83,0,small,migtissera--Synthia-7B,4_options,P3
Misconception,0,0,0,102,0,small,migtissera--Synthia-7B,4_options,P3
Stereotype,0,0,0,122,0,small,migtissera--Synthia-7B,4_options,P3
Conspiracy,0,0,0,263,0,small,migtissera--Synthia-7B,4_options/option_probs,P1
Controversy,0,0,0,173,0,small,migtissera--Synthia-7B,4_options/option_probs,P1
Fact,0,0,0,142,0,small,migtissera--Synthia-7B,4_options/option_probs,P1
Fiction,0,0,0,83,0,small,migtissera--Synthia-7B,4_options/option_probs,P1
Misconception,0,0,0,102,0,small,migtissera--Synthia-7B,4_options/option_probs,P1
